Wavelength (nm),Cu_n,Cu_k,Zn_n,Zn_k,SiO2_n,SiO2_k
535.0,1.0985559566787002,2.592220216606498,0.8895823606271779,4.833218325348432,1.4667234888972522,0.0019799828754234095
536.0,1.0927797833935016,2.591101083032491,0.8922391550522649,4.84268043336237,1.4666824651863002,0.0019760310500564543
537.0,1.087003610108303,2.589981949458484,0.8948959494773521,4.852142541376307,1.4666417095211477,0.001972131730948388
538.0,1.0812274368231043,2.588862815884476,0.8975527439024392,4.861604649390244,1.4666018362213527,0.0019684052543320284
539.0,1.075451263537906,2.587743682310469,0.9002095383275263,4.871066757404182,1.4665619629215576,0.0019646787777156693
540.0,1.0696750902527072,2.586624548736462,0.9028663327526134,4.880528865418119,1.4665220896217626,0.0019609523010993106
541.0,1.0638989169675086,2.585505415162455,0.9055231271777006,4.889990973432056,1.4664822163219675,0.0019572258244829515
542.0,1.0581227436823102,2.5843862815884475,0.9081799216027876,4.899453081445993,1.4664423430221725,0.001953499347866592
543.0,1.0523465703971115,2.58326714801444,0.9108367160278746,4.908915189459931,1.4664036124331306,0.0019498050175244417
544.0,1.0465703971119131,2.5821480144404334,0.9134935104529616,4.918377297473868,1.4663650586607635,0.0019461156613171
545.0,1.0407942238267145,2.581028880866426,0.9161503048780488,4.927839405487806,1.466326504888397,0.0019424263051097581
546.0,1.035018050541516,2.579909747292419,0.918807099303136,4.937301513501743,1.4662879511160305,0.0019387369489024164
547.0,1.0292418772563174,2.578790613718412,0.921463893728223,4.9467636215156805,1.4662493973436634,0.0019350475926950745
548.0,1.0234657039711188,2.577671480144404,0.9241206881533104,4.956225729529617,1.4662113378995436,0.0019313744292237442
549.0,1.0161791044776112,2.578516417910448,0.9267774825783972,4.9656878375435545,1.466173894977169,0.0019277214611872144
550.0,1.0066268656716413,2.5823074626865674,0.9294342770034844,4.975149945557491,1.4661364520547946,0.0019240684931506847
551.0,0.9970746268656708,2.5860985074626868,0.9320910714285716,4.9846120535714284,1.4660990091324202,0.001920415525114155
552.0,0.9875223880597008,2.589889552238806,0.9350318902439024,4.993724004065042,1.4660615662100458,0.0019167625570776254
553.0,0.9779701492537306,2.593680597014926,0.9379848519163764,5.002820984320559,1.4660241232876716,0.0019131095890410957
